G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,RE24,WPA,WAR,GB_outs,FB_outs,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,OPS+,Avg Diff,nOBP,nSLG,Season,Team
7,180.0,170.0,56.0,26.0,29.0,17.0,1.0,9.0,102.0,27.0,9.0,0.0,33.0,5.0,0.0,0.0,0.0,1.0,11.0,0.0,44.0,33.0,5.0,0.0,0.06217948717948674,-1.1462999999999997,0.6665502878743186,55.0,39.0,0.32941176470588235,0.3611111111111111,0.6,0.961111111111111,0.27058823529411763,0.3643410852713178,0.0,0.05,0.18333333333333332,0.05,0.5851063829787234,0.4148936170212766,1.4102564102564104,125.0,239.90300925925925,0.3611111111111111,0.6,S1,ARI
7,186.0,163.0,50.0,22.0,32.0,12.0,1.0,5.0,79.0,24.0,21.0,1.0,35.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,39.0,34.0,7.0,0.0,-0.9335194375516955,0.007099999999999995,0.5889914733730792,49.0,43.0,0.3067484662576687,0.3817204301075269,0.48466257668711654,0.8663830067946434,0.17791411042944782,0.36,0.0,0.026881720430107527,0.1881720430107527,0.11290322580645161,0.532608695652174,0.4673913043478261,1.1395348837209303,108.0,246.47933884297524,0.3817204301075269,0.48466257668711654,S1,ATL
7,166.0,154.0,35.0,15.0,20.0,7.0,1.0,7.0,65.0,16.0,12.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,44.0,43.0,5.0,0.0,-9.3525641025641,-2.0692999999999997,-0.32628325303442457,54.0,48.0,0.22727272727272727,0.28313253012048195,0.42207792207792205,0.705210452198404,0.1948051948051948,0.23333333333333334,0.0,0.04216867469879518,0.16265060240963855,0.07228915662650602,0.5294117647058824,0.47058823529411764,1.125,67.0,261.1042168674699,0.28313253012048195,0.42207792207792205,S1,BAL
7,178.0,160.0,47.0,23.0,32.0,4.0,3.0,8.0,81.0,24.0,15.0,0.0,33.0,5.0,0.0,0.0,0.0,3.0,7.0,0.0,36.0,37.0,10.0,0.0,-0.4378205128205115,-0.412,0.6092132618836921,43.0,50.0,0.29375,0.34831460674157305,0.50625,0.8545646067415731,0.21249999999999997,0.319672131147541,0.0,0.0449438202247191,0.1853932584269663,0.08426966292134831,0.46236559139784944,0.5376344086021505,0.86,102.0,246.09768988034443,0.34831460674157305,0.50625,S1,DET
7,182.0,163.0,44.0,21.0,22.0,14.0,1.0,7.0,81.0,22.0,17.0,1.0,39.0,10.0,0.0,1.0,0.0,2.0,7.0,0.0,44.0,33.0,5.0,0.0,-5.5358974358974375,-1.3691,0.11407962155725251,51.0,40.0,0.26993865030674846,0.33516483516483514,0.49693251533742333,0.8320973505022584,0.22699386503067487,0.31092436974789917,0.0,0.038461538461538464,0.21428571428571427,0.09340659340659341,0.5604395604395604,0.43956043956043955,1.275,97.0,253.45247202706216,0.33516483516483514,0.49693251533742333,S1,HOU
7,157.0,149.0,37.0,13.0,22.0,9.0,0.0,6.0,64.0,13.0,7.0,0.0,38.0,0.0,0.0,3.0,0.0,1.0,7.0,0.0,33.0,39.0,3.0,0.0,-11.521153846153846,-1.6986,-0.5761588443512176,40.0,43.0,0.2483221476510067,0.2802547770700637,0.42953020134228187,0.7097849784123456,0.18120805369127516,0.29245283018867924,0.0,0.03821656050955414,0.24203821656050956,0.044585987261146494,0.4819277108433735,0.5180722891566265,0.9302325581395349,67.0,265.475,0.2802547770700637,0.42953020134228187,S1,MIN
7,170.0,157.0,36.0,16.0,24.0,4.0,2.0,6.0,62.0,18.0,11.0,0.0,32.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,49.0,27.0,15.0,0.0,-10.739072039072038,-1.7154999999999998,-0.4502599947039658,56.0,44.0,0.22929936305732485,0.27647058823529413,0.39490445859872614,0.6713750468340203,0.1656050955414013,0.24793388429752067,0.0,0.03529411764705882,0.18823529411764706,0.06470588235294118,0.56,0.44,1.2727272727272727,59.0,283.2607843137255,0.27647058823529413,0.39490445859872614,S1,NYM
7,163.0,153.0,43.0,18.0,28.0,8.0,2.0,5.0,70.0,18.0,10.0,1.0,23.0,2.0,3.0,0.0,0.0,0.0,10.0,0.0,40.0,38.0,9.0,0.0,-5.92307692307692,-1.3077,0.005659925928353909,50.0,47.0,0.28104575163398693,0.32515337423312884,0.45751633986928103,0.7826697141024099,0.1764705882352941,0.304,1.0,0.03067484662576687,0.1411042944785276,0.06134969325153374,0.5154639175257731,0.4845360824742268,1.0638297872340425,86.0,253.90709504685412,0.32515337423312884,0.45751633986928103,S1,OAK
7,183.0,164.0,52.0,39.0,26.0,11.0,3.0,12.0,105.0,40.0,17.0,1.0,32.0,3.0,2.0,1.0,0.0,2.0,7.0,0.0,34.0,40.0,8.0,0.0,15.123671044402753,0.8170999999999999,2.1837049825825843,41.0,50.0,0.3170731707317073,0.3770491803278688,0.6402439024390244,1.0172930827668933,0.3231707317073171,0.32786885245901637,0.6666666666666666,0.06557377049180328,0.17486338797814208,0.09289617486338798,0.45054945054945056,0.5494505494505495,0.82,137.0,232.5909711554873,0.3770491803278688,0.6402439024390244,S1,PHI
7,180.0,159.0,48.0,26.0,27.0,13.0,2.0,6.0,83.0,26.0,20.0,0.0,28.0,2.0,4.0,1.0,0.0,1.0,7.0,1.0,39.0,36.0,8.0,0.0,2.0769230769230784,0.6543999999999999,0.8680246468486776,47.0,45.0,0.3018867924528302,0.37777777777777777,0.5220125786163522,0.89979035639413,0.22012578616352202,0.3333333333333333,0.8,0.03333333333333333,0.15555555555555556,0.1111111111111111,0.5108695652173914,0.4891304347826087,1.0444444444444445,114.0,240.87944307944306,0.37777777777777777,0.5220125786163522,S1,PIT
7,183.0,167.0,50.0,24.0,35.0,7.0,2.0,6.0,79.0,24.0,15.0,0.0,48.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,26.0,31.0,13.0,0.0,-1.3397435897435903,-0.789,0.5373635191679501,31.0,45.0,0.2994011976047904,0.3551912568306011,0.47305389221556887,0.82824514904617,0.17365269461077848,0.38596491228070173,1.0,0.03278688524590164,0.26229508196721313,0.08196721311475409,0.40789473684210525,0.5921052631578947,0.6888888888888889,98.0,252.40072463768118,0.3551912568306011,0.47305389221556887,S1,TOR
7,187.0,169.0,54.0,37.0,28.0,13.0,5.0,8.0,101.0,36.0,16.0,1.0,41.0,0.0,4.0,3.0,0.0,2.0,9.0,0.0,31.0,41.0,4.0,0.0,10.464102564102562,0.7878999999999998,1.7324221865338183,40.0,47.0,0.31952662721893493,0.37433155080213903,0.5976331360946746,0.9719646868968137,0.2781065088757397,0.3770491803278688,0.5714285714285714,0.0427807486631016,0.2192513368983957,0.0855614973262032,0.45977011494252873,0.5402298850574713,0.851063829787234,128.0,242.37427589592536,0.37433155080213903,0.5976331360946746,S1,WAS
